CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,MBER_CO,FOND_DE
영암신협골프동호회,전라남도,전라남도 영암군,골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210715
올라운드테니스클럽,광주광역시,광주광역시 북구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,13,20200610
용인남사한숲스쿼시,경기도,경기도 용인시 처인구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20211124
울산북구유진돌핀스,울산광역시,울산광역시 북구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210528
울산북구청호미라클,울산광역시,울산광역시 북구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210529
울산북구한성이지스,울산광역시,울산광역시 북구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210609
울산울주군인파이터,울산광역시,울산광역시 울주군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210531
울산중구악몽야구단,울산광역시,울산광역시 중구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210602
울산중구울산이글스,울산광역시,울산광역시 중구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210603
울주군국민체육센터,울산광역시,울산광역시 울주군,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20190426
원더풀삼척배구클럽,강원도,강원도 삼척시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,14,20201030
의정부시스포츠클럽,경기도,경기도 의정부시,빙상,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20190607
의정부시줄넘기협회,경기도,경기도 의정부시,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,24,20200620
이제는육지를떠날때,서울특별시,서울특별시 마포구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,9,20210914
이희열스케이트클럽,경기도,경기도 안양시 동안구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20190716
익산하나줄넘기클럽,전라북도,전라북도 익산시,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,78,20210304
익산효경줄넘기클럽,전라북도,전라북도 익산시,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,28,20211001
인천강화군갑비고차,인천광역시,인천광역시 강화군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210507
인천강화군올스타즈,인천광역시,인천광역시 강화군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210511
인천강화군이사만루,인천광역시,인천광역시 강화군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210508
인천광역시육상연맹,인천광역시,인천광역시 미추홀구,육상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,8,20191226
인천남동구산악연맹,인천광역시,인천광역시 남동구,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20201231
인천동구스피어쉴드,인천광역시,인천광역시 동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210514
인천동구인천이글스,인천광역시,인천광역시 동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210510
인천중앙탁구동호회,인천광역시,인천광역시 미추홀구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200813
전남목포시워리어스,전라남도,전라남도 목포시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211019
전남무안군레드폭스,전라남도,전라남도 무안군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211014
전남무안군몬스터즈,전라남도,전라남도 무안군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210609
전남장흥군장흥군청,전라남도,전라남도 장흥군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210711
전남장흥군하트피플,전라남도,전라남도 장흥군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20210708
전남해남군초선정보,전라남도,전라남도 해남군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210810
전라남도골프동호회,전라남도,전라남도 전체,골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20191213
전라북도줄넘기협회,전라북도,전라북도 전체,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,55,20210511
전북김제시레이더스,전라북도,전라북도 김제시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210515
전주광역시승격만세,서울특별시,서울특별시 강남구,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201029
점프윙스줄넘기클럽,경상남도,경상남도 양산시,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,8,20210311
정읍한백테니스크럽,전라북도,전라북도 정읍시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200615
제주제주시곶자왈스,제주특별자치도,제주특별자치도 제주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210421
지니어스음악줄넘기,부산광역시,부산광역시 부산진구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20210215
진주펜싱코리아클럽,경상남도,경상남도 진주시,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,20,20200910
첨단스카이배구클럽,광주광역시,광주광역시 광산구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,31,20201115
첨단임팩트탁구클럽,광주광역시,광주광역시 북구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200813
청원여성테니스클럽,충청북도,충청북도 청주시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,6,20201130
충남계룡시지크라운,충청남도,충청남도 계룡시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210506
충남공주시동고동락,충청남도,충청남도 공주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210512
충남공주시벨라스톰,충청남도,충청남도 공주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210520
충남공주시허심탄회,충청남도,충청남도 공주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210513
충남아산시이카루스,충청남도,충청남도 아산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210418
충북보은군보은사랑,충청북도,충청북도 보은군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211020
충북산악스키동호회,충청북도,충청북도 전체,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210409
충북진천군싸이클론,충청북도,충청북도 진천군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210528
충북청주시애니멀스,충청북도,충청북도 청주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20211020
충북청주시이사만루,충청북도,충청북도 청주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210723
충북청주시풀베이스,충청북도,충청북도 청주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210720
충북충주시까치독사,충청북도,충청북도 충주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210712
충주소프트테스클럽,충청북도,충청북도 충주시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210605
칠곡군소프트테니스,경상북도,경상북도 칠곡군,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20210619
카이트보딩경남클럽,경상남도,경상남도 도전체,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,4,20200422
카이트보딩경북클럽,경상북도,경상북도 전체,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,14,20200302
카이트보딩광주클럽,광주광역시,광주광역시 전체,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200302
카이트보딩부산클럽,부산광역시,부산광역시 전체,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20200302
카이트보딩서울클럽,서울특별시,서울특별시 전체,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20200304
