BASE_YM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,SIGNGU_ACCTO_FCLTY_CO,SIGNGU_ACCTO_POPLTN_CO,PSNBY_FCLTY_CO,PSNBY_FCL_CO_RANK_CO
202011,3100000000,울산광역시,3117000000,동구,46,157111,0.00029,168
202011,3100000000,울산광역시,3120000000,북구,47,218882,0.00021,178
202011,3100000000,울산광역시,3171000000,울주군,84,222540,0.00038,151
202011,3600000000,세종특별자치시,3611000000,세종시,73,353430,0.00021,182
202011,4100000000,경기도,4111000000,수원시,247,1187153,0.00021,180
202011,4100000000,경기도,4113000000,성남시,235,940746,0.00025,173
202011,4100000000,경기도,4115000000,의정부시,135,460390,0.00029,166
202011,4100000000,경기도,4117000000,안양시,34,551296,0.00006,223
202011,4100000000,경기도,4119000000,부천시,380,819990,0.00046,132
202011,4100000000,경기도,4121000000,광명시,29,300092,0.0001,212
202011,4100000000,경기도,4122000000,평택시,226,534343,0.00042,141
202011,4100000000,경기도,4125000000,동두천시,129,94199,0.00137,69
202011,4100000000,경기도,4127000000,안산시,114,654210,0.00017,189
202011,4100000000,경기도,4128000000,고양시,305,1078047,0.00028,169
202011,4100000000,경기도,4129000000,과천시,49,62026,0.00079,94
202011,4100000000,경기도,4131000000,구리시,53,197608,0.00027,172
202011,4100000000,경기도,4136000000,남양주시,142,712900,0.0002,184
202011,4100000000,경기도,4137000000,오산시,80,229591,0.00035,154
202011,4100000000,경기도,4139000000,시흥시,157,497925,0.00032,159
202011,4100000000,경기도,4141000000,군포시,30,274309,0.00011,209
202011,4100000000,경기도,4143000000,의왕시,21,163978,0.00013,204
202011,4100000000,경기도,4145000000,하남시,51,291075,0.00018,188
202011,4100000000,경기도,4146000000,용인시,264,1074790,0.00025,175
202011,4100000000,경기도,4148000000,파주시,110,464453,0.00024,177
202011,4100000000,경기도,4150000000,이천시,120,219525,0.00055,125
202011,4100000000,경기도,4155000000,안성시,77,186853,0.00041,142
202011,4100000000,경기도,4157000000,김포시,36,469340,0.00008,218
202011,4100000000,경기도,4159000000,화성시,296,853106,0.00035,155
202011,4100000000,경기도,4161000000,광주시,59,381324,0.00015,197
202011,4100000000,경기도,4163000000,양주시,200,230273,0.00087,89
202011,4100000000,경기도,4165000000,포천시,102,147477,0.00069,106
202011,4100000000,경기도,4167000000,여주시,69,111636,0.00062,114
202011,4100000000,경기도,4180000000,연천군,78,43531,0.00179,49
202011,4100000000,경기도,4182000000,가평군,76,62495,0.00122,77
202011,4100000000,경기도,4183000000,양평군,92,118778,0.00077,97
202011,4200000000,강원도,4211000000,춘천시,205,282544,0.00073,101
202011,4200000000,강원도,4213000000,원주시,350,353928,0.00099,82
202011,4200000000,강원도,4215000000,강릉시,354,213189,0.00166,53
202011,4200000000,강원도,4217000000,동해시,80,90560,0.00088,87
202011,4200000000,강원도,4219000000,태백시,150,42800,0.0035,25
202011,4200000000,강원도,4221000000,속초시,72,82636,0.00087,88
202011,4200000000,강원도,4223000000,삼척시,89,65409,0.00136,71
202011,4200000000,강원도,4272000000,홍천군,169,69192,0.00244,35
202011,4200000000,강원도,4273000000,횡성군,144,46533,0.00309,26
202011,4200000000,강원도,4275000000,영월군,153,38710,0.00395,18
202011,4200000000,강원도,4276000000,평창군,96,41665,0.0023,38
202011,4200000000,강원도,4277000000,정선군,72,36937,0.00195,44
202011,4200000000,강원도,4278000000,철원군,33,44706,0.00074,100
202011,4200000000,강원도,4279000000,화천군,39,24868,0.00157,58
202011,4200000000,강원도,4280000000,양구군,57,22350,0.00255,33
202011,4200000000,강원도,4281000000,인제군,42,31623,0.00133,72
202011,4200000000,강원도,4282000000,고성군,56,26798,0.00209,42
202011,4200000000,강원도,4283000000,양양군,79,27926,0.00283,28
202011,4300000000,충청북도,4311000000,청주시,867,844815,0.00103,81
202011,4300000000,충청북도,4313000000,충주시,321,210313,0.00153,61
202011,4300000000,충청북도,4315000000,제천시,39,133115,0.00029,167
202011,4300000000,충청북도,4372000000,보은군,51,32456,0.00157,57
202011,4300000000,충청북도,4373000000,옥천군,299,50619,0.00591,6
202011,4300000000,충청북도,4374000000,영동군,73,47561,0.00153,60
202011,4300000000,충청북도,4374500000,증평군,10,36960,0.00027,170
202011,4300000000,충청북도,4375000000,진천군,214,83621,0.00256,32
202011,4300000000,충청북도,4376000000,괴산군,23,37671,0.00061,115
202011,4300000000,충청북도,4377000000,음성군,129,93310,0.00138,68
202011,4300000000,충청북도,4380000000,단양군,31,29239,0.00106,80
202011,4400000000,충청남도,4413000000,천안시,122,658977,0.00019,186
202011,4400000000,충청남도,4415000000,공주시,75,104736,0.00072,103
202011,4400000000,충청남도,4418000000,보령시,61,100249,0.00061,116
202011,4400000000,충청남도,4420000000,아산시,170,315279,0.00054,128
202011,4400000000,충청남도,4421000000,서산시,103,175487,0.00059,120
202011,4400000000,충청남도,4423000000,논산시,66,116888,0.00056,123
202011,4400000000,충청남도,4425000000,계룡시,42,42848,0.00098,83
202011,4400000000,충청남도,4427000000,당진시,76,166145,0.00046,134
202011,4400000000,충청남도,4471000000,금산군,72,51443,0.0014,67
202011,4400000000,충청남도,4476000000,부여군,59,65431,0.0009,86
202011,4400000000,충청남도,4477000000,서천군,29,51926,0.00056,124
202011,4400000000,충청남도,4479000000,청양군,42,30816,0.00136,70
202011,4400000000,충청남도,4480000000,홍성군,38,99890,0.00038,150
202011,4400000000,충청남도,4481000000,예산군,207,78146,0.00265,29
202011,4400000000,충청남도,4482500000,태안군,22,62346,0.00035,153
202011,4500000000,전라북도,4511000000,전주시,42,657745,0.00006,222
202011,4500000000,전라북도,4513000000,군산시,33,267911,0.00012,206
202011,4500000000,전라북도,4514000000,익산시,146,282582,0.00052,129
202011,4500000000,전라북도,4518000000,정읍시,168,108681,0.00155,59
202011,4500000000,전라북도,4519000000,남원시,48,80784,0.00059,119
202011,4500000000,전라북도,4521000000,김제시,48,82623,0.00058,121
202011,4500000000,전라북도,4571000000,완주군,100,91445,0.00109,79
202011,4500000000,전라북도,4572000000,진안군,158,25351,0.00623,5
202011,4500000000,전라북도,4573000000,무주군,38,24031,0.00158,56
202011,4500000000,전라북도,4574000000,장수군,43,22099,0.00195,45
202011,4500000000,전라북도,4575000000,임실군,48,27424,0.00175,51
202011,4500000000,전라북도,4577000000,순창군,24,27805,0.00086,90
202011,4500000000,전라북도,4579000000,고창군,43,54486,0.00079,95
202011,4500000000,전라북도,4580000000,부안군,83,52237,0.00159,55
202011,4600000000,전라남도,4611000000,목포시,183,224973,0.00081,92
202011,4600000000,전라남도,4613000000,여수시,274,280549,0.00098,84
202011,4600000000,전라남도,4615000000,순천시,424,282618,0.0015,63
202011,4600000000,전라남도,4617000000,나주시,47,115153,0.00041,143
202011,4600000000,전라남도,4623000000,광양시,120,150680,0.0008,93
202011,4600000000,전라남도,4671000000,담양군,42,45936,0.00091,85
202011,4600000000,전라남도,4672000000,곡성군,18,28036,0.00064,110
202011,4600000000,전라남도,4673000000,구례군,36,25577,0.00141,66
202011,4600000000,전라남도,4677000000,고흥군,267,64013,0.00417,15
202011,4600000000,전라남도,4678000000,보성군,65,40494,0.00161,54
202011,4600000000,전라남도,4679000000,화순군,244,62506,0.0039,19
202011,4600000000,전라남도,4680000000,장흥군,46,37819,0.00122,76
202011,4600000000,전라남도,4681000000,강진군,91,34670,0.00262,31
202011,4600000000,전라남도,4682000000,해남군,76,68966,0.0011,78
202011,4600000000,전라남도,4683000000,영암군,34,53752,0.00063,112
202011,4600000000,전라남도,4684000000,무안군,53,85245,0.00062,113
202011,4600000000,전라남도,4686000000,함평군,117,32112,0.00364,22
202011,4600000000,전라남도,4687000000,영광군,235,53183,0.00442,14
202011,4600000000,전라남도,4688000000,장성군,158,44543,0.00355,24
202011,4600000000,전라남도,4689000000,완도군,62,49975,0.00124,75
202011,4600000000,전라남도,4690000000,진도군,151,30748,0.00491,11
202011,4600000000,전라남도,4691000000,신안군,103,39009,0.00264,30
202011,4700000000,경상북도,4711000000,포항시,394,503139,0.00078,96
202011,4700000000,경상북도,4713000000,경주시,433,253468,0.00171,52
202011,4700000000,경상북도,4715000000,김천시,541,140547,0.00385,20
202011,4700000000,경상북도,4717000000,안동시,489,158803,0.00308,27
202011,4700000000,경상북도,4719000000,구미시,140,416279,0.00034,156
202011,4700000000,경상북도,4721000000,영주시,508,103272,0.00492,10
202011,4700000000,경상북도,4723000000,영천시,197,101904,0.00193,46
202011,4700000000,경상북도,4725000000,상주시,692,97483,0.0071,3
202011,4700000000,경상북도,4728000000,문경시,337,71213,0.00473,13
202011,4700000000,경상북도,4729000000,경산시,574,262988,0.00218,40
202011,4700000000,경상북도,4772000000,군위군,160,23299,0.00687,4
202011,4700000000,경상북도,4773000000,의성군,293,51827,0.00565,8
202011,4700000000,경상북도,4775000000,청송군,16,25077,0.00064,111
202011,4700000000,경상북도,4776000000,영양군,98,16677,0.00588,7
202011,4700000000,경상북도,4777000000,영덕군,64,36399,0.00176,50
202011,4700000000,경상북도,4782000000,청도군,214,42332,0.00506,9
202011,4700000000,경상북도,4783000000,고령군,40,31378,0.00127,74
202011,4700000000,경상북도,4784000000,성주군,63,43225,0.00146,64
202011,4700000000,경상북도,4785000000,칠곡군,277,114951,0.00241,36
202011,4700000000,경상북도,4790000000,예천군,263,55558,0.00473,12
202011,4700000000,경상북도,4792000000,봉화군,293,31555,0.00929,1
202011,4700000000,경상북도,4793000000,울진군,28,48743,0.00057,122
202011,4700000000,경상북도,4794000000,울릉군,37,9128,0.00405,17
202011,4800000000,경상남도,4812000000,창원시,111,1037161,0.00011,210
202011,4800000000,경상남도,4817000000,진주시,26,347795,0.00007,219
202011,4800000000,경상남도,4822000000,통영시,291,128595,0.00226,39
202011,4800000000,경상남도,4824000000,사천시,76,111234,0.00068,108
202011,4800000000,경상남도,4825000000,김해시,52,542350,0.0001,213
202011,4800000000,경상남도,4827000000,밀양시,219,104868,0.00209,43
202011,4800000000,경상남도,4831000000,거제시,42,245956,0.00017,192
202011,4800000000,경상남도,4833000000,양산시,141,351797,0.0004,146
202011,4800000000,경상남도,4872000000,의령군,193,26818,0.0072,2
202011,4800000000,경상남도,4873000000,함안군,97,64235,0.00151,62
202011,4800000000,경상남도,4874000000,창녕군,37,61400,0.0006,117
202011,4800000000,경상남도,4882000000,고성군,108,51442,0.0021,41
202011,4800000000,경상남도,4884000000,남해군,179,43033,0.00416,16
202011,4800000000,경상남도,4885000000,하동군,34,44911,0.00076,99
202011,4800000000,경상남도,4886000000,산청군,64,34895,0.00183,48
202011,4800000000,경상남도,4887000000,함양군,93,39076,0.00238,37
202011,4800000000,경상남도,4888000000,거창군,118,61409,0.00192,47
202011,4800000000,경상남도,4889000000,합천군,159,44088,0.00361,23
202011,5000000000,제주특별자치도,5011000000,제주시,198,492072,0.0004,145
202011,5000000000,제주특별자치도,5013000000,서귀포시,264,181929,0.00145,65
202012,1100000000,서울특별시,1111000000,종로구,81,149384,0.00054,127
202012,1100000000,서울특별시,1114000000,중구,26,125240,0.00021,181
202012,1100000000,서울특별시,1117000000,용산구,28,230040,0.00012,207
202012,1100000000,서울특별시,1120000000,성동구,28,293556,0.0001,215
202012,1100000000,서울특별시,1121500000,광진구,25,346682,0.00007,221
202012,1100000000,서울특별시,1123000000,동대문구,17,342837,0.00005,227
202012,1100000000,서울특별시,1126000000,중랑구,18,394702,0.00005,228
202012,1100000000,서울특별시,1129000000,성북구,54,437153,0.00012,205
202012,1100000000,서울특별시,1130500000,강북구,53,308055,0.00017,190
202012,1100000000,서울특별시,1132000000,도봉구,98,325257,0.0003,163
202012,1100000000,서울특별시,1135000000,노원구,88,523037,0.00017,193
202012,1100000000,서울특별시,1138000000,은평구,38,479835,0.00008,218
202012,1100000000,서울특별시,1141000000,서대문구,47,312173,0.00015,201
202012,1100000000,서울특별시,1144000000,마포구,120,371890,0.00032,157
202012,1100000000,서울특별시,1147000000,양천구,27,454251,0.00006,226
202012,1100000000,서울특별시,1150000000,강서구,89,580185,0.00015,200
202012,1100000000,서울특별시,1153000000,구로구,67,404408,0.00017,196
202012,1100000000,서울특별시,1154500000,금천구,43,231733,0.00019,186
202012,1100000000,서울특별시,1156000000,영등포구,79,379480,0.00021,180
202012,1100000000,서울특별시,1159000000,동작구,67,391220,0.00017,191
202012,1100000000,서울특별시,1162000000,관악구,21,495060,0.00004,229
202012,1100000000,서울특별시,1165000000,서초구,204,425126,0.00048,130
202012,1100000000,서울특별시,1168000000,강남구,165,539231,0.00031,162
202012,1100000000,서울특별시,1171000000,송파구,46,667960,0.00007,222
202012,1100000000,서울특별시,1174000000,강동구,28,459970,0.00006,225
202012,2600000000,부산광역시,2611000000,중구,13,41523,0.00031,160
202012,2600000000,부산광역시,2614000000,서구,47,108135,0.00043,138
202012,2600000000,부산광역시,2617000000,동구,68,88901,0.00076,98
202012,2600000000,부산광역시,2620000000,영도구,44,113342,0.00039,149
202012,2600000000,부산광역시,2623000000,부산진구,31,359886,0.00009,216
202012,2600000000,부산광역시,2626000000,동래구,37,270745,0.00014,202
202012,2600000000,부산광역시,2629000000,남구,85,267731,0.00032,158
202012,2600000000,부산광역시,2632000000,북구,71,283952,0.00025,173
202012,2600000000,부산광역시,2635000000,해운대구,81,402169,0.0002,183
202012,2600000000,부산광역시,2638000000,사하구,52,311757,0.00017,195
202012,2600000000,부산광역시,2641000000,금정구,69,232666,0.0003,165
202012,2600000000,부산광역시,2644000000,강서구,181,137957,0.00131,73
202012,2600000000,부산광역시,2647000000,연제구,35,209157,0.00017,194
202012,2600000000,부산광역시,2650000000,수영구,76,176894,0.00043,139
202012,2600000000,부산광역시,2653000000,사상구,102,212586,0.00048,131
202012,2600000000,부산광역시,2671000000,기장군,127,174545,0.00073,101
202012,2700000000,대구광역시,2711000000,중구,34,76547,0.00044,135
202012,2700000000,대구광역시,2714000000,동구,83,341920,0.00024,176
202012,2700000000,대구광역시,2717000000,서구,117,170700,0.00069,107
202012,2700000000,대구광역시,2720000000,남구,57,146632,0.00039,148
202012,2700000000,대구광역시,2723000000,북구,136,440263,0.00031,161
202012,2700000000,대구광역시,2726000000,수성구,57,424314,0.00013,203
202012,2700000000,대구광역시,2729000000,달서구,202,558631,0.00036,153
202012,2700000000,대구광역시,2771000000,달성군,156,259339,0.0006,117
202012,2800000000,인천광역시,2811000000,중구,22,139729,0.00016,197
202012,2800000000,인천광역시,2814000000,동구,53,62542,0.00085,91
202012,2800000000,인천광역시,2817700000,미추홀구,121,404343,0.0003,164
202012,2800000000,인천광역시,2818500000,연수구,46,387450,0.00012,208
202012,2800000000,인천광역시,2820000000,남동구,52,525354,0.0001,212
202012,2800000000,인천광역시,2823700000,부평구,134,494962,0.00027,171
202012,2800000000,인천광역시,2824500000,계양구,24,296750,0.00008,217
202012,2800000000,인천광역시,2826000000,서구,219,542040,0.0004,144
202012,2800000000,인천광역시,2871000000,강화군,172,69203,0.00249,34
202012,2800000000,인천광역시,2872000000,옹진군,75,20455,0.00367,21
202012,2900000000,광주광역시,2911000000,동구,71,102897,0.00069,106
202012,2900000000,광주광역시,2914000000,서구,162,296576,0.00055,126
202012,2900000000,광주광역시,2915500000,남구,152,214579,0.00071,104
202012,2900000000,광주광역시,2917000000,북구,188,430431,0.00044,137
202012,2900000000,광주광역시,2920000000,광산구,172,405579,0.00042,140
202012,3000000000,대전광역시,3011000000,동구,99,223021,0.00044,136
202012,3000000000,대전광역시,3014000000,중구,109,235550,0.00046,133
202012,3000000000,대전광역시,3017000000,서구,75,477880,0.00016,198
202012,3000000000,대전광역시,3020000000,유성구,226,351047,0.00064,109
202012,3000000000,대전광역시,3023000000,대덕구,31,176384,0.00018,187
202012,3100000000,울산광역시,3111000000,중구,85,217595,0.00039,147
202012,3100000000,울산광역시,3114000000,남구,34,320064,0.00011,211
202012,3100000000,울산광역시,3117000000,동구,46,156806,0.00029,166
202012,3100000000,울산광역시,3120000000,북구,47,219014,0.00021,178
202012,3100000000,울산광역시,3171000000,울주군,84,222538,0.00038,151
202012,3600000000,세종특별자치시,3611000000,세종시,73,355831,0.00021,182
202012,4100000000,경기도,4111000000,수원시,249,1186078,0.00021,179
202012,4100000000,경기도,4113000000,성남시,235,940064,0.00025,174
202012,4100000000,경기도,4115000000,의정부시,135,461710,0.00029,168
202012,4100000000,경기도,4117000000,안양시,34,550027,0.00006,224
202012,4100000000,경기도,4119000000,부천시,380,818383,0.00046,132
202012,4100000000,경기도,4121000000,광명시,29,298599,0.0001,214
202012,4100000000,경기도,4122000000,평택시,226,537307,0.00042,141
202012,4100000000,경기도,4125000000,동두천시,129,94353,0.00137,69
202012,4100000000,경기도,4127000000,안산시,114,654915,0.00017,188
202012,4100000000,경기도,4128000000,고양시,310,1079216,0.00029,169
202012,4100000000,경기도,4129000000,과천시,49,63231,0.00077,96
202012,4100000000,경기도,4131000000,구리시,53,197454,0.00027,172
202012,4100000000,경기도,4136000000,남양주시,142,713321,0.0002,184
202012,4100000000,경기도,4137000000,오산시,80,229725,0.00035,154
202012,4100000000,경기도,4139000000,시흥시,157,500895,0.00031,159
202012,4100000000,경기도,4141000000,군포시,30,273791,0.00011,209
202012,4100000000,경기도,4143000000,의왕시,21,163795,0.00013,204
202012,4100000000,경기도,4145000000,하남시,51,293452,0.00017,189
202012,4100000000,경기도,4146000000,용인시,264,1074176,0.00025,175
202012,4100000000,경기도,4148000000,파주시,110,465617,0.00024,177
202012,4100000000,경기도,4150000000,이천시,120,218388,0.00055,125
202012,4100000000,경기도,4155000000,안성시,77,187012,0.00041,142
202012,4100000000,경기도,4157000000,김포시,36,473970,0.00008,219
202012,4100000000,경기도,4159000000,화성시,296,855248,0.00035,155
202012,4100000000,경기도,4161000000,광주시,59,382054,0.00015,199
202012,4100000000,경기도,4163000000,양주시,201,230359,0.00087,88
202012,4100000000,경기도,4165000000,포천시,102,147274,0.00069,105
202012,4100000000,경기도,4167000000,여주시,69,111897,0.00062,113
202012,4100000000,경기도,4180000000,연천군,78,43516,0.00179,49
202012,4100000000,경기도,4182000000,가평군,76,62377,0.00122,76
202012,4100000000,경기도,4183000000,양평군,92,118810,0.00077,97
202012,4200000000,강원도,4211000000,춘천시,205,282765,0.00072,102
202012,4200000000,강원도,4213000000,원주시,350,354376,0.00099,83
202012,4200000000,강원도,4215000000,강릉시,354,213321,0.00166,53
202012,4200000000,강원도,4217000000,동해시,80,90593,0.00088,87
202012,4200000000,강원도,4219000000,태백시,150,42719,0.00351,25
202012,4200000000,강원도,4221000000,속초시,72,82665,0.00087,89
202012,4200000000,강원도,4223000000,삼척시,89,65243,0.00136,70
202012,4200000000,강원도,4272000000,홍천군,169,69242,0.00244,35
202012,4200000000,강원도,4273000000,횡성군,144,46472,0.0031,26
202012,4200000000,강원도,4275000000,영월군,153,38662,0.00396,18
202012,4200000000,강원도,4276000000,평창군,96,41681,0.0023,38
202012,4200000000,강원도,4277000000,정선군,72,36870,0.00195,44
202012,4200000000,강원도,4278000000,철원군,33,44699,0.00074,100
202012,4200000000,강원도,4279000000,화천군,39,24857,0.00157,58
202012,4200000000,강원도,4280000000,양구군,57,22278,0.00256,32
202012,4200000000,강원도,4281000000,인제군,42,31694,0.00133,72
202012,4200000000,강원도,4282000000,고성군,56,26757,0.00209,42
202012,4200000000,강원도,4283000000,양양군,79,27946,0.00283,28
202012,4300000000,충청북도,4311000000,청주시,877,844993,0.00104,82
202012,4300000000,충청북도,4313000000,충주시,321,210186,0.00153,61
202012,4300000000,충청북도,4315000000,제천시,39,133018,0.00029,167
202012,4300000000,충청북도,4372000000,보은군,51,32412,0.00157,57
202012,4300000000,충청북도,4373000000,옥천군,299,50527,0.00592,6
202012,4300000000,충청북도,4374000000,영동군,73,47475,0.00154,60
202012,4300000000,충청북도,4374500000,증평군,10,36807,0.00027,170
202012,4300000000,충청북도,4375000000,진천군,214,83718,0.00256,33
202012,4300000000,충청북도,4376000000,괴산군,23,39393,0.00058,120
202012,4300000000,충청북도,4377000000,음성군,129,93153,0.00138,68
202012,4300000000,충청북도,4380000000,단양군,31,29155,0.00106,81
202012,4400000000,충청남도,4413000000,천안시,123,658808,0.00019,185
202012,4400000000,충청남도,4415000000,공주시,75,104545,0.00072,103
202012,4400000000,충청남도,4418000000,보령시,61,100229,0.00061,115
202012,4400000000,충청남도,4420000000,아산시,170,316129,0.00054,128
202012,4400000000,충청남도,4421000000,서산시,103,175591,0.00059,119
202012,4400000000,충청남도,4423000000,논산시,66,116675,0.00057,123
202012,4400000000,충청남도,4425000000,계룡시,42,42822,0.00098,84
202012,4400000000,충청남도,4427000000,당진시,76,166249,0.00046,134
202012,4400000000,충청남도,4471000000,금산군,72,51413,0.0014,66
202012,4400000000,충청남도,4476000000,부여군,59,65354,0.0009,86
202012,4400000000,충청남도,4477000000,서천군,29,51866,0.00056,124
202012,4400000000,충청남도,4479000000,청양군,42,30948,0.00136,71
202012,4400000000,충청남도,4480000000,홍성군,38,100102,0.00038,150
202012,4400000000,충청남도,4481000000,예산군,207,78084,0.00265,30
202012,4400000000,충청남도,4482500000,태안군,23,62214,0.00037,152
202012,4500000000,전라북도,4511000000,전주시,42,657432,0.00006,223
202012,4500000000,전라북도,4513000000,군산시,33,267859,0.00012,206
202012,4500000000,전라북도,4514000000,익산시,146,282276,0.00052,129
202012,4500000000,전라북도,4518000000,정읍시,168,108508,0.00155,59
202012,4500000000,전라북도,4519000000,남원시,48,80662,0.0006,118
202012,4500000000,전라북도,4521000000,김제시,48,82450,0.00058,121
202012,4500000000,전라북도,4571000000,완주군,100,91609,0.00109,80
202012,4500000000,전라북도,4572000000,진안군,158,25394,0.00622,5
202012,4500000000,전라북도,4573000000,무주군,38,24036,0.00158,56
202012,4500000000,전라북도,4574000000,장수군,43,22085,0.00195,45
202012,4500000000,전라북도,4575000000,임실군,48,27314,0.00176,51
202012,4500000000,전라북도,4577000000,순창군,24,27810,0.00086,90
202012,4500000000,전라북도,4579000000,고창군,43,54529,0.00079,94
202012,4500000000,전라북도,4580000000,부안군,83,52140,0.00159,55
202012,4600000000,전라남도,4611000000,목포시,183,224044,0.00082,92
202012,4600000000,전라남도,4613000000,여수시,322,280242,0.00115,78
202012,4600000000,전라남도,4615000000,순천시,424,282189,0.0015,63
202012,4600000000,전라남도,4617000000,나주시,47,115613,0.00041,143
202012,4600000000,전라남도,4623000000,광양시,120,151769,0.00079,93
202012,4600000000,전라남도,4671000000,담양군,42,46280,0.00091,85
202012,4600000000,전라남도,4672000000,곡성군,18,28039,0.00064,110
202012,4600000000,전라남도,4673000000,구례군,36,25719,0.0014,67
202012,4600000000,전라남도,4677000000,고흥군,267,63922,0.00418,15
202012,4600000000,전라남도,4678000000,보성군,65,40482,0.00161,54
202012,4600000000,전라남도,4679000000,화순군,244,62522,0.0039,19
202012,4600000000,전라남도,4680000000,장흥군,46,37800,0.00122,77
202012,4600000000,전라남도,4681000000,강진군,91,34597,0.00263,31
202012,4600000000,전라남도,4682000000,해남군,76,68806,0.0011,79
202012,4600000000,전라남도,4683000000,영암군,34,53699,0.00063,112
202012,4600000000,전라남도,4684000000,무안군,53,86132,0.00062,114
202012,4600000000,전라남도,4686000000,함평군,117,32050,0.00365,22
202012,4600000000,전라남도,4687000000,영광군,235,53099,0.00443,14
202012,4600000000,전라남도,4688000000,장성군,158,44464,0.00355,24
202012,4600000000,전라남도,4689000000,완도군,62,49916,0.00124,75
202012,4600000000,전라남도,4690000000,진도군,151,31227,0.00484,11
202012,4600000000,전라남도,4691000000,신안군,105,38938,0.0027,29
202012,4700000000,경상북도,4711000000,포항시,394,502916,0.00078,95
202012,4700000000,경상북도,4713000000,경주시,434,253502,0.00171,52
202012,4700000000,경상북도,4715000000,김천시,541,140548,0.00385,20
202012,4700000000,경상북도,4717000000,안동시,492,158907,0.0031,27
202012,4700000000,경상북도,4719000000,구미시,140,416328,0.00034,156
202012,4700000000,경상북도,4721000000,영주시,508,103119,0.00493,10
202012,4700000000,경상북도,4723000000,영천시,197,102015,0.00193,46
202012,4700000000,경상북도,4725000000,상주시,693,97228,0.00713,3
202012,4700000000,경상북도,4728000000,문경시,345,71406,0.00483,12
202012,4700000000,경상북도,4729000000,경산시,579,263728,0.0022,40
202012,4700000000,경상북도,4772000000,군위군,160,23256,0.00688,4
202012,4700000000,경상북도,4773000000,의성군,293,51724,0.00566,8
202012,4700000000,경상북도,4775000000,청송군,16,25044,0.00064,111
202012,4700000000,경상북도,4776000000,영양군,98,16692,0.00587,7
202012,4700000000,경상북도,4777000000,영덕군,64,36313,0.00176,50
202012,4700000000,경상북도,4782000000,청도군,214,42263,0.00506,9
202012,4700000000,경상북도,4783000000,고령군,40,31361,0.00128,74
202012,4700000000,경상북도,4784000000,성주군,63,43414,0.00145,64
202012,4700000000,경상북도,4785000000,칠곡군,277,114758,0.00241,36
202012,4700000000,경상북도,4790000000,예천군,263,55613,0.00473,13
202012,4700000000,경상북도,4792000000,봉화군,293,31494,0.0093,1
202012,4700000000,경상북도,4793000000,울진군,28,48716,0.00057,122
202012,4700000000,경상북도,4794000000,울릉군,37,9077,0.00408,17
202012,4800000000,경상남도,4812000000,창원시,111,1036738,0.00011,210
202012,4800000000,경상남도,4817000000,진주시,26,348096,0.00007,220
202012,4800000000,경상남도,4822000000,통영시,291,128293,0.00227,39
202012,4800000000,경상남도,4824000000,사천시,76,111105,0.00068,108
202012,4800000000,경상남도,4825000000,김해시,53,542338,0.0001,213
202012,4800000000,경상남도,4827000000,밀양시,219,104831,0.00209,43
202012,4800000000,경상남도,4831000000,거제시,42,245754,0.00017,192
202012,4800000000,경상남도,4833000000,양산시,141,352229,0.0004,146
202012,4800000000,경상남도,4872000000,의령군,221,26800,0.00825,2
202012,4800000000,경상남도,4873000000,함안군,97,64182,0.00151,62
202012,4800000000,경상남도,4874000000,창녕군,37,61301,0.0006,116
202012,4800000000,경상남도,4882000000,고성군,108,51361,0.0021,41
202012,4800000000,경상남도,4884000000,남해군,179,42958,0.00417,16
202012,4800000000,경상남도,4885000000,하동군,34,44785,0.00076,99
202012,4800000000,경상남도,4886000000,산청군,64,34857,0.00184,48
202012,4800000000,경상남도,4887000000,함양군,93,39080,0.00238,37
202012,4800000000,경상남도,4888000000,거창군,118,61502,0.00192,47
202012,4800000000,경상남도,4889000000,합천군,159,44006,0.00361,23
202012,5000000000,제주특별자치도,5011000000,제주시,198,492466,0.0004,145
202012,5000000000,제주특별자치도,5013000000,서귀포시,264,182169,0.00145,65
202101,1100000000,서울특별시,1111000000,종로구,81,149125,0.00054,128
202101,1100000000,서울특별시,1114000000,중구,26,125038,0.00021,180
202101,1100000000,서울특별시,1117000000,용산구,28,230045,0.00012,207
202101,1100000000,서울특별시,1120000000,성동구,28,293103,0.0001,215
202101,1100000000,서울특별시,1121500000,광진구,25,346067,0.00007,221
202101,1100000000,서울특별시,1123000000,동대문구,17,342034,0.00005,227
202101,1100000000,서울특별시,1126000000,중랑구,18,394532,0.00005,228
202101,1100000000,서울특별시,1129000000,성북구,54,437684,0.00012,205
202101,1100000000,서울특별시,1130500000,강북구,53,307487,0.00017,190
202101,1100000000,서울특별시,1132000000,도봉구,98,324281,0.0003,163
202101,1100000000,서울특별시,1135000000,노원구,88,521852,0.00017,193
202101,1100000000,서울특별시,1138000000,은평구,38,479223,0.00008,218
202101,1100000000,서울특별시,1141000000,서대문구,47,311720,0.00015,201
202101,1100000000,서울특별시,1144000000,마포구,120,371492,0.00032,157
202101,1100000000,서울특별시,1147000000,양천구,27,453382,0.00006,226
202101,1100000000,서울특별시,1150000000,강서구,89,579176,0.00015,200
202101,1100000000,서울특별시,1153000000,구로구,67,403518,0.00017,196
202101,1100000000,서울특별시,1154500000,금천구,43,231634,0.00019,186
202101,1100000000,서울특별시,1156000000,영등포구,79,380169,0.00021,181
